dt,orderid,userid,itemid,price,unitsold,gmv,product_profit,discount,total_profit
20210601,84674606,676692,1,20000,1,20000,8000,1000,7000
20210601,84941954,591524,1,20000,1,20000,8000,1000,7000
20210601,85332008,290012,1,20000,1,20000,8000,1000,7000
20210601,85470438,277045,1,20000,1,20000,8000,1000,7000
20210601,86430051,427939,1,20000,1,20000,8000,1000,7000
20210601,86498137,425768,1,20000,1,20000,8000,1000,7000
20210601,86734786,630433,1,20000,1,20000,8000,1000,7000
20210601,86872792,462222,1,20000,1,20000,8000,1000,7000
20210601,87241933,208898,1,20000,1,20000,8000,1000,7000
20210601,88042175,327712,1,20000,1,20000,8000,1000,7000
20210601,88289237,285785,1,20000,1,20000,8000,1000,7000
20210601,88356132,342324,1,20000,1,20000,8000,1000,7000
20210601,88624658,151446,1,20000,1,20000,8000,1000,7000
20210601,88640935,408158,1,20000,1,20000,8000,1000,7000
20210601,89195923,495395,1,20000,1,20000,8000,1000,7000
20210601,89720402,710107,1,20000,1,20000,8000,1000,7000
20210601,89759857,552755,1,20000,1,20000,8000,1000,7000
20210601,90081183,251843,1,20000,1,20000,8000,1000,7000
20210601,90227543,398643,1,20000,1,20000,8000,1000,7000
20210601,90291993,432960,1,20000,1,20000,8000,1000,7000
20210601,90297185,509050,1,20000,1,20000,8000,1000,7000
20210601,90423328,229016,1,20000,1,20000,8000,1000,7000
20210601,91003384,320348,1,20000,1,20000,8000,1000,7000
20210601,91122697,634314,1,20000,1,20000,8000,1000,7000
20210601,91315904,557773,1,20000,1,20000,8000,1000,7000
20210601,91751880,222547,1,20000,1,20000,8000,1000,7000
20210601,92002785,247228,1,20000,1,20000,8000,1000,7000
20210601,92117632,917959,1,20000,1,20000,8000,1000,7000
20210601,92199348,935254,1,20000,1,20000,8000,1000,7000
20210601,92333332,884215,1,20000,1,20000,8000,1000,7000
20210601,92363231,851456,1,20000,1,20000,8000,1000,7000
20210601,93013667,735449,1,20000,1,20000,8000,1000,7000
20210601,93076877,610692,1,20000,1,20000,8000,1000,7000
20210601,93345465,900397,1,20000,1,20000,8000,1000,7000
20210601,93546829,927170,1,20000,1,20000,8000,1000,7000
20210601,94271013,954471,1,20000,1,20000,8000,1000,7000
20210601,94649584,996778,1,20000,1,20000,8000,1000,7000
20210601,94761948,297387,1,20000,1,20000,8000,1000,7000
20210601,95076965,618981,1,20000,1,20000,8000,1000,7000
20210601,95109968,100332,1,20000,1,20000,8000,1000,7000
20210601,95180512,159364,1,20000,1,20000,8000,1000,7000
20210601,95857409,487360,1,20000,1,20000,8000,1000,7000
20210601,96063280,816443,1,20000,1,20000,8000,1000,7000
20210601,96340665,760924,1,20000,1,20000,8000,1000,7000
20210601,96930909,237564,1,20000,1,20000,8000,1000,7000
20210601,96940155,190842,1,20000,1,20000,8000,1000,7000
20210601,96948903,348082,1,20000,1,20000,8000,1000,7000
20210601,97188644,508999,1,20000,1,20000,8000,1000,7000
20210601,97245860,562546,1,20000,1,20000,8000,1000,7000
20210601,97753697,847012,1,20000,1,20000,8000,1000,7000
20210601,98053684,126750,1,20000,1,20000,8000,1000,7000
20210601,98129636,724218,1,20000,1,20000,8000,1000,7000
20210601,98401644,648836,1,20000,1,20000,8000,1000,7000
20210601,98500777,571718,1,20000,1,20000,8000,1000,7000
20210601,98688791,674707,1,20000,1,20000,8000,1000,7000
20210601,99079311,113381,1,20000,1,20000,8000,1000,7000
20210601,99151023,951453,1,20000,1,20000,8000,1000,7000
20210601,99314354,939540,1,20000,1,20000,8000,1000,7000
20210601,99448546,880278,1,20000,1,20000,8000,1000,7000
20210601,99463581,123318,1,20000,1,20000,8000,1000,7000
20210601,99541111,269764,1,20000,1,20000,8000,1000,7000
20210601,83716010,946276,2,24000,1,24000,7200,2880,4320
20210601,83945247,349200,2,24000,1,24000,7200,2880,4320
20210601,84141627,998207,2,24000,1,24000,7200,2880,4320
20210601,84152497,354623,2,24000,1,24000,7200,2880,4320
20210601,84213562,827817,2,24000,1,24000,7200,2880,4320
20210601,84565672,303551,2,24000,1,24000,7200,2880,4320
20210601,54475510,756179,2,24000,2,48000,14400,5760,8640
20210601,84813228,818167,2,24000,2,48000,14400,5760,8640
20210601,12576891,137356,2,24000,1,24000,7200,2880,4320
20210601,15423274,344959,2,24000,1,24000,7200,2880,4320
20210601,15621637,960828,2,24000,1,24000,7200,2880,4320
20210601,16088814,267493,2,24000,1,24000,7200,2880,4320
20210601,16103537,632278,2,24000,1,24000,7200,2880,4320
20210601,16432496,816693,2,24000,1,24000,7200,2880,4320
20210601,16703862,874428,2,24000,1,24000,7200,2880,4320
20210601,16726170,523442,2,24000,1,24000,7200,2880,4320
20210601,16972868,278315,2,24000,1,24000,7200,2880,4320
20210601,16997929,761812,2,24000,1,24000,7200,2880,4320
20210601,17554956,756559,2,24000,1,24000,7200,2880,4320
20210601,17764733,551448,2,24000,1,24000,7200,2880,4320
20210601,18319456,755902,2,24000,1,24000,7200,2880,4320
20210601,20501559,904692,2,24000,1,24000,7200,2880,4320
20210601,20937339,712011,2,24000,1,24000,7200,2880,4320
20210601,21378821,762836,2,24000,1,24000,7200,2880,4320
20210601,21647458,493846,2,24000,1,24000,7200,2880,4320
20210601,21690018,271617,2,24000,1,24000,7200,2880,4320
20210601,22449110,591358,2,24000,1,24000,7200,2880,4320
20210601,23063599,787649,2,24000,1,24000,7200,2880,4320
20210601,23416902,948743,2,24000,1,24000,7200,2880,4320
20210601,23865536,651555,2,24000,1,24000,7200,2880,4320
20210601,24016173,612460,2,24000,1,24000,7200,2880,4320
20210601,24093000,630106,2,24000,1,24000,7200,2880,4320
20210601,24513426,191389,2,24000,1,24000,7200,2880,4320
20210601,24516997,762669,2,24000,1,24000,7200,2880,4320
20210601,25761798,728033,2,24000,1,24000,7200,2880,4320
20210601,26172754,837685,2,24000,1,24000,7200,2880,4320
20210601,26246521,684187,2,24000,1,24000,7200,2880,4320
20210601,26951397,977353,2,24000,1,24000,7200,2880,4320
20210601,27407258,733772,2,24000,1,24000,7200,2880,4320
20210601,28047862,577835,2,24000,1,24000,7200,2880,4320
20210601,28260967,106557,2,24000,1,24000,7200,2880,4320
20210601,28687909,541659,2,24000,1,24000,7200,2880,4320
20210601,29244956,614663,2,24000,1,24000,7200,2880,4320
20210601,29414271,770275,2,24000,1,24000,7200,2880,4320
20210601,29649661,277351,2,24000,1,24000,7200,2880,4320
20210601,30005454,394568,2,24000,1,24000,7200,2880,4320
20210601,30710503,880409,2,24000,1,24000,7200,2880,4320
20210601,32203193,885348,2,24000,1,24000,7200,2880,4320
20210601,32832903,798919,2,24000,1,24000,7200,2880,4320
20210601,32980198,664144,2,24000,1,24000,7200,2880,4320
20210601,33021754,399177,2,24000,1,24000,7200,2880,4320
20210601,33085638,353693,2,24000,1,24000,7200,2880,4320
20210601,33553555,658307,2,24000,1,24000,7200,2880,4320
20210601,34067238,468613,2,24000,1,24000,7200,2880,4320
20210601,34592975,174383,2,24000,1,24000,7200,2880,4320
20210601,35484379,288181,2,24000,1,24000,7200,2880,4320
20210601,36433203,498052,2,24000,1,24000,7200,2880,4320
20210601,36766491,780008,2,24000,1,24000,7200,2880,4320
20210601,38376187,339666,2,24000,1,24000,7200,2880,4320
20210601,38883200,221824,2,24000,1,24000,7200,2880,4320
20210601,38958045,817060,2,24000,1,24000,7200,2880,4320
20210601,39001093,376579,2,24000,1,24000,7200,2880,4320
20210601,39081993,255874,2,24000,1,24000,7200,2880,4320
20210601,39421488,611824,2,24000,1,24000,7200,2880,4320
20210601,39566314,480362,2,24000,1,24000,7200,2880,4320
20210601,41339858,710985,2,24000,1,24000,7200,2880,4320
20210601,41453772,973548,2,24000,1,24000,7200,2880,4320
20210601,41608607,166662,2,24000,1,24000,7200,2880,4320
20210601,42024958,790468,2,24000,1,24000,7200,2880,4320
20210601,42493800,637440,2,24000,1,24000,7200,2880,4320
20210601,42501986,326070,2,24000,1,24000,7200,2880,4320
20210601,43150511,797405,2,24000,1,24000,7200,2880,4320
20210601,43578309,743472,2,24000,1,24000,7200,2880,4320
20210601,44510778,412842,2,24000,1,24000,7200,2880,4320
20210601,44974685,386011,2,24000,1,24000,7200,2880,4320
20210601,45049867,993272,2,24000,1,24000,7200,2880,4320
20210601,45575427,164587,2,24000,1,24000,7200,2880,4320
20210601,45867516,863427,2,24000,1,24000,7200,2880,4320
20210601,46560880,862654,2,24000,1,24000,7200,2880,4320
20210601,47048706,261738,2,24000,1,24000,7200,2880,4320
20210601,47727472,433873,2,24000,1,24000,7200,2880,4320
20210601,49439384,967166,2,24000,1,24000,7200,2880,4320
20210601,49546604,795560,2,24000,1,24000,7200,2880,4320
20210601,49794827,431122,2,24000,1,24000,7200,2880,4320
20210601,50172106,866346,2,24000,1,24000,7200,2880,4320
20210601,50322147,203631,2,24000,1,24000,7200,2880,4320
20210601,51637383,747481,2,24000,1,24000,7200,2880,4320
20210601,52267193,676016,2,24000,1,24000,7200,2880,4320
20210601,52431365,308363,2,24000,1,24000,7200,2880,4320
20210601,52678200,700669,2,24000,1,24000,7200,2880,4320
20210601,52696837,544552,2,24000,1,24000,7200,2880,4320
20210601,52786287,753041,2,24000,1,24000,7200,2880,4320
20210601,52983313,701881,2,24000,1,24000,7200,2880,4320
20210601,53495427,364592,2,24000,1,24000,7200,2880,4320
20210601,54850998,588672,2,24000,1,24000,7200,2880,4320
20210601,55057407,414452,2,24000,1,24000,7200,2880,4320
20210601,55258884,558034,2,24000,1,24000,7200,2880,4320
20210601,56216618,965071,2,24000,1,24000,7200,2880,4320
20210601,56360810,896871,2,24000,1,24000,7200,2880,4320
20210601,57083532,338158,2,24000,1,24000,7200,2880,4320
20210601,58079587,947773,2,24000,1,24000,7200,2880,4320
20210601,58743206,463210,2,24000,1,24000,7200,2880,4320
20210601,60534078,505534,2,24000,1,24000,7200,2880,4320
20210601,61918604,804921,2,24000,1,24000,7200,2880,4320
20210601,61945551,127149,2,24000,1,24000,7200,2880,4320
20210601,61965451,300690,2,24000,1,24000,7200,2880,4320
20210601,62692927,632701,2,24000,1,24000,7200,2880,4320
20210601,62764198,118602,2,24000,1,24000,7200,2880,4320
20210601,64321921,845966,2,24000,1,24000,7200,2880,4320
20210601,65328074,355163,2,24000,1,24000,7200,2880,4320
20210601,65763577,558004,2,24000,1,24000,7200,2880,4320
20210601,66646441,317227,2,24000,1,24000,7200,2880,4320
20210601,66683914,144558,2,24000,1,24000,7200,2880,4320
20210601,66897599,237661,2,24000,1,24000,7200,2880,4320
20210601,67355570,736767,2,24000,1,24000,7200,2880,4320
20210601,68138564,801884,2,24000,1,24000,7200,2880,4320
20210601,68386257,161353,2,24000,1,24000,7200,2880,4320
20210601,68669651,857034,2,24000,1,24000,7200,2880,4320
